Year,City,Population 25 years and over - Less than 9th grade,Percent Population 25 years and over - Less than 9th grade,Population 25 years and over - 9th to12th (No Diploma),Percent Population 25 years and over - 9th to12th (No Diploma),Population 25 years and over - High School Graduate (and equivalent),Percent Population 25 years and over - High School Graduate (and equivalent),"Population 25 years and over - Some college, no degree","Percent Population 25 years and over - Some college, no degree",Population 25 years and over - Associate's degree,Percent Population 25 years and over - Associate's degree,Population 25 years and over - Bachelor's degree,Percent Population 25 years and over - Bachelor's degree,Population 25 years and over - Graduate or Prefessional Degree,Percent Population 25 years and over - Graduate or Prefessional Degree,Total population,Under 5 years,Percent Under 5 years,5 to 9 years,Percent 5 to 9 years,10 to 14 years,Percent 10 to 14 years,15 to 19 years,Percent 15 to 19 years,20 to 24 years,Percent 20 to 24 years,25 to 34 years,Percent 25 to 34 years,35 to 44 years,Percent 35 to 44 years,45 to 54 years,Percent 45 to 54 years,55 to 59 years,Percent 55 to 59 years,60 to 64 years,Percent 60 to 64 years,65 to 74 years,Percent 65 to 74 years,75 to 84 years,Percent 75 to 84 years,85 years and over,Percent 85 years and over,Violent Crimes Sum,Unemployment Rate,Income,House price mean,% All Families,Total,Total Occupied,Renter occupied,Crime_Rate_per_100k,Percent Home Occupied,Percent Renter Occupied,Percent 25+,Percent 14-,Percent 15 to 24,Percent Uneducated,Percent Higher Education,Sum Uneducated,Sum Higher Education
2011,Mission Viejo,1763,2.7,2349,3.6,11529,17.7,16614,25.5,5636,8.7,17957,27.6,9237,14.2,94714.0,5573.0,5.9,5392.0,5.7,5597.0,5.9,6240.0,6.6,6827.0,7.2,9995.0,10.6,12865.0,13.6,13790.0,14.6,6993.0,7.4,7392.0,7.8,6917.0,7.3,5170.0,5.5,1963.0,2.1,79.0,10.2,32012.0,451790.8,3.9,32012.0,23504.0,8508.0,83.40899972548937,73.42246657503436,26.577533424965637,66.79999999999998,17.5,13.8,6.300000000000001,50.5,4112,32830
2011,Napa,7732,14.6,4186,7.9,10592,20.0,9952,18.8,4566,8.6,10388,19.6,5550,10.5,77868.0,4967.0,6.4,5201.0,6.7,5363.0,6.9,4392.0,5.6,4979.0,6.4,11897.0,15.3,10561.0,13.6,10964.0,14.1,4891.0,6.3,4684.0,6.0,4959.0,6.4,3117.0,4.0,1893.0,2.4,224.0,10.0,28905.0,375834.0,8.6,28905.0,14576.0,14329.0,287.6663070837828,50.42726171942571,49.5727382805743,65.69999999999999,20.0,12.0,22.5,38.7,11918,20504
2011,Norwalk,9633,14.8,8096,12.4,15853,24.3,18037,27.7,4186,6.4,6197,9.5,3201,4.9,106308.0,7749.0,7.3,7910.0,7.4,7912.0,7.4,8411.0,7.9,9123.0,8.6,16086.0,15.1,16460.0,15.5,14421.0,13.6,4848.0,4.6,3694.0,3.5,5486.0,5.2,2758.0,2.6,1450.0,1.4,371.0,12.1,27266.0,264644.1,13.2,27266.0,17086.0,10180.0,348.9859653083493,62.66412381720824,37.33587618279176,60.10000000000001,22.1,16.5,27.200000000000003,20.8,17729,13584
2011,Pittsburg,5113,12.6,3034,7.5,10290,25.3,10369,25.5,3813,9.4,6038,14.8,2040,5.0,64307.0,5286.0,8.2,3631.0,5.6,4125.0,6.4,5262.0,8.2,5306.0,8.3,11072.0,17.2,8480.0,13.2,9232.0,14.4,3437.0,5.3,2844.0,4.4,3156.0,4.9,1824.0,2.8,652.0,1.0,145.0,15.2,18953.0,148447.9,17.7,18953.0,10848.0,8105.0,225.48089632543892,57.23632142668706,42.76367857331293,62.19999999999999,20.2,16.5,20.1,29.200000000000003,8147,11891
2011,Rancho Cordova,1558,3.7,2440,5.8,10178,24.0,11900,28.1,3933,9.3,7516,17.7,4859,11.5,65614.0,6057.0,9.2,4265.0,6.5,4330.0,6.6,4425.0,6.7,4153.0,6.3,12120.0,18.5,8907.0,13.6,7879.0,12.0,2867.0,4.4,3369.0,5.1,4343.0,6.6,2267.0,3.5,632.0,1.0,324.0,17.7,23146.0,191627.7,9.0,23146.0,13200.0,9946.0,493.79705550644684,57.02929231832714,42.97070768167286,63.7,22.299999999999997,13.0,9.5,38.5,3998,16308
2011,Redlands,1278,2.8,2046,4.5,10711,23.5,11169,24.5,2911,6.4,9194,20.2,8244,18.1,69744.0,3645.0,5.2,4368.0,6.3,4874.0,7.0,5664.0,8.1,5640.0,8.1,9342.0,13.4,8527.0,12.2,9582.0,13.7,5888.0,8.4,3031.0,4.3,4484.0,6.4,2833.0,4.1,1866.0,2.7,197.0,9.3,24990.0,248214.8,8.2,24990.0,14334.0,10656.0,282.4615737554485,57.35894357743098,42.64105642256903,62.49999999999999,18.5,16.2,7.3,44.699999999999996,3324,20349
2011,Redwood City,4887,9.3,3873,7.4,10278,19.6,7795,14.9,3193,6.1,13915,26.5,8495,16.2,77750.0,5285.0,6.8,5954.0,7.7,5090.0,6.5,5104.0,6.6,3881.0,5.0,11921.0,15.3,11535.0,14.8,12014.0,15.5,4522.0,5.8,3378.0,4.3,5150.0,6.6,2509.0,3.2,1407.0,1.8,177.0,8.6,28320.0,630898.6,6.2,28320.0,15716.0,12604.0,227.65273311897107,55.49435028248587,44.505649717514125,65.5,21.0,11.6,16.700000000000003,48.800000000000004,8760,25603
2011,San Leandro,7154,12.3,4443,7.6,15618,26.8,11067,19.0,4737,8.1,11322,19.4,4020,6.9,86067.0,6081.0,7.1,5530.0,6.4,5350.0,6.2,5361.0,6.2,5384.0,6.3,13289.0,15.4,11680.0,13.6,12904.0,15.0,5204.0,6.0,4781.0,5.6,4743.0,5.5,3212.0,3.7,2548.0,3.0,367.0,10.7,30627.0,322684.7,8.8,30627.0,17431.0,13196.0,426.41198136335646,56.91383419858295,43.086165801417046,64.8,19.7,12.5,19.9,34.4,11597,20079
2011,San Mateo,3989,5.5,4103,5.7,12585,17.4,16031,22.2,5529,7.7,19057,26.4,10974,15.2,98403.0,6473.0,6.6,5297.0,5.4,4054.0,4.1,3999.0,4.1,6312.0,6.4,15092.0,15.3,16436.0,16.7,13522.0,13.7,6460.0,6.6,6943.0,7.1,6824.0,6.9,5036.0,5.1,1955.0,2.0,246.0,9.3,38380.0,614691.5,3.1,38380.0,19505.0,18875.0,249.99237828114994,50.82073996873372,49.17926003126629,71.4,16.1,10.5,11.2,49.3,8092,35560
2011,Santa Barbara,6599,10.9,4243,7.0,8028,13.3,12402,20.5,4219,7.0,14720,24.4,10215,16.9,89058.0,5633.0,6.3,4549.0,5.1,4168.0,4.7,6495.0,7.3,7787.0,8.7,17804.0,20.0,10347.0,11.6,10300.0,11.6,6340.0,7.1,3939.0,4.4,5253.0,5.9,3735.0,4.2,2708.0,3.0,319.0,8.4,33626.0,733044.3,10.3,33626.0,13348.0,20278.0,358.19353679624516,39.6954737405579,60.304526259442106,64.8,16.099999999999998,16.0,17.9,48.3,10842,29154
2011,Tracy,5362,10.4,6318,12.2,11349,22.0,11727,22.7,4850,9.4,8929,17.3,3088,6.0,84252.0,5174.0,6.1,7605.0,9.0,7669.0,9.1,7558.0,9.0,4623.0,5.5,9840.0,11.7,12504.0,14.8,13865.0,16.5,6265.0,7.4,2436.0,2.9,4564.0,5.4,1645.0,2.0,504.0,0.6,138.0,15.4,24494.0,236990.9,5.4,24494.0,15767.0,8727.0,163.79433129183877,64.37086633461256,35.62913366538744,60.699999999999996,24.2,14.5,22.6,32.7,11680,16867
2011,Tustin,5188,10.7,3983,8.2,5939,12.2,8888,18.3,3157,6.5,14741,30.4,6670,13.7,76699.0,6720.0,8.8,4368.0,5.7,5339.0,7.0,4989.0,6.5,6717.0,8.8,12638.0,16.5,13412.0,17.5,8775.0,11.4,4088.0,5.3,4001.0,5.2,3008.0,3.9,2243.0,2.9,401.0,0.5,97.0,7.4,24478.0,428757.0,6.8,24478.0,13560.0,10918.0,126.46840245635535,55.39668273551761,44.60331726448239,62.699999999999996,21.5,15.3,18.9,50.599999999999994,9171,24568
2011,Union City,3583,7.8,2552,5.6,12494,27.3,8153,17.8,2116,4.6,12725,27.8,4119,9.0,70441.0,4777.0,6.8,4658.0,6.6,4071.0,5.8,4612.0,6.5,6581.0,9.3,8821.0,12.5,10537.0,15.0,9875.0,14.0,4527.0,6.4,3565.0,5.1,5051.0,7.2,2433.0,3.5,933.0,1.3,311.0,8.2,20882.0,413071.7,6.3,20882.0,13223.0,7659.0,441.50423758890423,63.32247868978067,36.67752131021933,63.7,19.2,15.8,13.399999999999999,41.4,6135,18960
2011,Upland,2454,4.8,3533,7.0,11181,22.1,11779,23.3,5062,10.0,9710,19.2,6909,13.6,74854.0,5384.0,7.2,4572.0,6.1,3815.0,5.1,5093.0,6.8,5362.0,7.2,10227.0,13.7,9899.0,13.2,10823.0,14.5,6045.0,8.1,5165.0,6.9,5067.0,6.8,2870.0,3.8,532.0,0.7,183.0,8.1,26977.0,344105.7,9.7,26977.0,15826.0,11151.0,244.4759131108558,58.6647885235571,41.33521147644289,67.0,18.4,14.0,11.8,42.8,5987,21681
2011,Visalia,8877,11.4,5707,7.3,18354,23.6,23690,30.4,6140,7.9,9437,12.1,5652,7.3,126421.0,9646.0,7.6,10938.0,8.7,9269.0,7.3,9692.0,7.7,9019.0,7.1,18401.0,14.6,15463.0,12.2,17276.0,13.7,6015.0,4.8,7070.0,5.6,7337.0,5.8,4330.0,3.4,1965.0,1.6,486.0,12.7,42048.0,146429.2,14.7,42048.0,24913.0,17135.0,384.42980201074187,59.24895357686454,40.75104642313546,60.099999999999994,23.599999999999998,14.8,18.7,27.299999999999997,14584,21229
2011,West Covina,4812,6.9,8433,12.0,13859,19.8,17071,24.3,5999,8.6,14765,21.1,5191,7.4,106864.0,6424.0,6.0,6297.0,5.9,8213.0,7.7,8473.0,7.9,7327.0,6.9,14090.0,13.2,13677.0,12.8,16487.0,15.4,6511.0,6.1,5907.0,5.5,6689.0,6.3,3600.0,3.4,3169.0,3.0,280.0,16.2,32136.0,340456.5,8.0,32136.0,21301.0,10835.0,262.01527174726755,66.28391834702514,33.71608165297486,62.699999999999996,19.6,14.8,18.9,37.1,13245,25955
2011,Westminster,7455,11.8,8866,14.1,15285,24.2,12809,20.3,4605,7.3,11134,17.7,2903,4.6,91078.0,5452.0,6.0,4675.0,5.1,6464.0,7.1,5462.0,6.0,5968.0,6.6,11057.0,12.1,12401.0,13.6,14571.0,16.0,6034.0,6.6,4926.0,5.4,8277.0,9.1,3920.0,4.3,1871.0,2.1,248.0,11.0,28550.0,412279.9,11.0,28550.0,15712.0,12838.0,272.2940776038121,55.03327495621716,44.96672504378284,67.10000000000001,18.2,12.6,25.9,29.599999999999998,16321,18642
2011,Whittier,3848,7.1,4785,8.8,13382,24.6,15485,28.5,4095,7.5,7543,13.9,5252,9.7,85933.0,6114.0,7.1,4565.0,5.3,7007.0,8.2,7023.0,8.2,6834.0,8.0,13976.0,16.3,10312.0,12.0,12727.0,14.8,4199.0,4.9,3441.0,4.0,3911.0,4.6,3860.0,4.5,1964.0,2.3,334.0,8.0,26922.0,318978.0,10.3,26922.0,14951.0,11971.0,388.674897885562,55.5345070945695,44.4654929054305,61.1,20.599999999999998,16.2,15.9,31.1,8633,16890
2011,Yuba City,4764,11.7,5183,12.8,9250,22.8,11282,27.8,3557,8.8,4309,10.6,2230,5.5,65041.0,4229.0,6.5,5232.0,8.0,4648.0,7.1,4422.0,6.8,5935.0,9.1,7737.0,11.9,9166.0,14.1,8148.0,12.5,2620.0,4.0,4334.0,6.7,4495.0,6.9,3130.0,4.8,945.0,1.5,210.0,18.3,21943.0,148358.0,13.7,21943.0,13366.0,8577.0,322.873264556203,60.912363851797835,39.08763614820216,60.9,21.6,15.899999999999999,24.5,24.900000000000002,9947,10096
2012,Alhambra,6318,10.5,4891,8.2,13868,23.1,11071,18.5,4187,7.0,13345,22.2,6311,10.5,84322.0,5097.0,6.0,4148.0,4.9,3253.0,3.9,4877.0,5.8,6956.0,8.2,12585.0,14.9,11373.0,13.5,14633.0,17.4,6598.0,7.8,4510.0,5.3,4490.0,5.3,3868.0,4.6,1934.0,2.3,149.0,6.2,29217.0,405232.1,9.8,29217.0,11761.0,17456.0,176.70358862455825,40.25396173460656,59.74603826539343,68.79999999999998,14.8,14.0,18.7,39.7,11209,23843
2012,Buena Park,6586,12.2,5066,9.4,11886,21.9,10925,20.2,4075,7.5,11359,21.0,4266,7.9,82152.0,5814.0,7.1,5566.0,6.8,5655.0,6.9,5584.0,6.8,5370.0,6.5,11897.0,14.5,11283.0,13.7,11779.0,14.3,4418.0,5.4,3802.0,4.6,5938.0,7.2,3100.0,3.8,1946.0,2.4,206.0,8.3,23548.0,340465.1,7.9,23548.0,13894.0,9654.0,250.75469860745935,59.002887718702226,40.997112281297774,63.5,20.799999999999997,13.3,21.6,36.4,11652,19700
2012,Carson,6072,9.9,5141,8.4,14790,24.1,15832,25.8,5791,9.4,10375,16.9,3438,5.6,92992.0,5584.0,6.0,5138.0,5.5,6082.0,6.5,6206.0,6.7,8543.0,9.2,12899.0,13.9,12531.0,13.5,12193.0,13.1,5890.0,6.3,4356.0,4.7,7248.0,7.8,5113.0,5.5,1209.0,1.3,520.0,15.3,24646.0,276573.6,8.3,24646.0,18381.0,6265.0,559.1878871300758,74.58005355838677,25.419946441613245,64.8,18.0,15.899999999999999,18.3,31.9,11213,19604
2012,Chino,4260,7.8,6423,11.7,13263,24.2,13239,24.2,5985,10.9,9155,16.7,2405,4.4,80181.0,4901.0,6.1,5308.0,6.6,4170.0,5.2,4442.0,5.5,6630.0,8.3,14433.0,18.0,10568.0,13.2,12170.0,15.2,4885.0,6.1,4598.0,5.7,5465.0,6.8,1981.0,2.5,630.0,0.8,291.0,10.4,22287.0,285146.4,10.5,22287.0,14838.0,7449.0,362.9288734238785,66.57692825413919,33.42307174586082,67.5,17.9,13.8,19.5,32.0,10683,17545
2012,Citrus Heights,2831,4.8,4796,8.2,15824,27.0,18941,32.3,5191,8.9,8180,14.0,2789,4.8,84862.0,4227.0,5.0,5309.0,6.3,5732.0,6.8,5023.0,5.9,6019.0,7.1,13474.0,15.9,10096.0,11.9,11582.0,13.6,6888.0,8.1,4827.0,5.7,6517.0,7.7,3622.0,4.3,1546.0,1.8,329.0,15.3,33628.0,151969.7,10.9,33628.0,18198.0,15430.0,387.6882468006882,54.11561793743309,45.88438206256691,67.2,18.1,13.0,13.0,27.700000000000003,7627,16160
2012,Clovis,2533,4.4,3393,5.9,12612,21.9,17018,29.5,6546,11.3,10885,18.9,4728,8.2,98626.0,5747.0,5.8,8313.0,8.4,8917.0,9.0,9150.0,9.3,8784.0,8.9,12657.0,12.8,12725.0,12.9,14200.0,14.4,4594.0,4.7,3744.0,3.8,5528.0,5.6,3097.0,3.1,1170.0,1.2,219.0,10.8,33177.0,212935.0,15.7,33177.0,19125.0,14052.0,222.0509804716809,57.645356723031014,42.354643276968986,57.300000000000004,23.2,18.200000000000003,10.3,38.4,5926,22159
2012,Daly City,4054,5.5,5983,8.1,15976,21.7,17166,23.4,8251,11.2,18234,24.8,3801,5.2,103677.0,6127.0,5.9,5255.0,5.1,5272.0,5.1,5663.0,5.5,7895.0,7.6,16667.0,16.1,13784.0,13.3,13498.0,13.0,8703.0,8.4,6092.0,5.9,8173.0,7.9,4455.0,4.3,2093.0,2.0,216.0,10.7,29976.0,431795.6,4.7,29976.0,16209.0,13767.0,208.33936167134465,54.07325860688551,45.92674139311449,68.9,16.1,13.1,13.6,41.2,10037,30286
2012,Downey,8175,11.2,7577,10.4,17803,24.4,16722,22.9,5602,7.7,12141,16.6,4963,6.8,112878.0,9298.0,8.2,8172.0,7.2,7752.0,6.9,7045.0,6.2,7628.0,6.8,18227.0,16.1,15730.0,13.9,14067.0,12.5,7392.0,6.5,3894.0,3.4,7232.0,6.4,4854.0,4.3,1587.0,1.4,381.0,9.8,33310.0,348759.1,10.7,33310.0,16281.0,17029.0,337.53255727422527,48.87721404983488,51.12278595016512,63.099999999999994,22.299999999999997,13.0,21.6,31.1,15752,22706
2012,Fairfield,4837,7.1,5540,8.1,15543,22.7,18088,26.4,7146,10.4,12654,18.5,4705,6.9,107676.0,8278.0,7.7,6771.0,6.3,6582.0,6.1,7321.0,6.8,10211.0,9.5,15971.0,14.8,13923.0,12.9,15485.0,14.4,7428.0,6.9,4767.0,4.4,5106.0,4.7,4468.0,4.1,1365.0,1.3,454.0,12.3,34238.0,204555.3,10.0,34238.0,19694.0,14544.0,421.63527619896723,57.52088322916058,42.47911677083942,62.2,20.1,16.3,15.2,35.8,10377,24505
2012,Indio,8395,17.1,5850,11.9,11330,23.1,14052,28.7,2552,5.2,4423,9.0,2409,4.9,79308.0,6357.0,8.0,6943.0,8.8,6207.0,7.8,5041.0,6.4,5749.0,7.2,10486.0,13.2,10546.0,13.3,9772.0,12.3,3488.0,4.4,3767.0,4.7,7191.0,9.1,3120.0,3.9,641.0,0.8,450.0,16.4,22504.0,174511.4,16.0,22504.0,13580.0,8924.0,567.4080798910576,60.3448275862069,39.6551724137931,60.9,24.6,13.600000000000001,29.0,19.1,14245,9384
2012,Jurupa Valley,10285,17.4,9443,16.0,16128,27.4,15246,25.9,2209,3.7,3609,6.1,2025,3.4,97419.0,7913.0,8.1,6614.0,6.8,7624.0,7.8,7324.0,7.5,8999.0,9.2,16056.0,16.5,11646.0,12.0,13644.0,14.0,5492.0,5.6,3424.0,3.5,5792.0,5.9,2462.0,2.5,429.0,0.4,312.0,18.6,23813.0,197016.9,19.3,23813.0,14787.0,9026.0,320.26606719428446,62.096333935245454,37.903666064754546,60.0,22.7,16.7,33.4,13.2,19728,7843
2012,Lakewood,2638,4.8,3429,6.2,13153,23.9,14795,26.9,5150,9.4,11508,20.9,4400,8.0,80835.0,4134.0,5.1,5221.0,6.5,5664.0,7.0,5982.0,7.4,4761.0,5.9,9454.0,11.7,11906.0,14.7,13173.0,16.3,5613.0,6.9,5041.0,6.2,4799.0,5.9,3742.0,4.6,1345.0,1.7,227.0,8.0,27003.0,347226.0,6.1,27003.0,19148.0,7855.0,280.81895218655285,70.91063955856757,29.089360441432433,66.3,18.6,13.3,11.0,38.3,6067,21058
2012,Livermore,2859,5.0,3481,6.1,8650,15.2,13106,23.1,5323,9.4,15005,26.4,8348,14.7,83541.0,4539.0,5.4,5577.0,6.7,4475.0,5.4,5638.0,6.7,6540.0,7.8,11935.0,14.3,10457.0,12.5,15056.0,18.0,5033.0,6.0,4355.0,5.2,5543.0,6.6,3274.0,3.9,1119.0,1.3,301.0,6.4,29482.0,423053.4,3.7,29482.0,20346.0,9136.0,360.3021270992686,69.01160029848721,30.988399701512787,66.5,17.5,14.5,11.1,50.49999999999999,6340,28676
2012,Manteca,2721,6.0,4630,10.3,14610,32.4,10472,23.2,4837,10.7,5338,11.8,2460,5.5,71070.0,4860.0,6.8,5253.0,7.4,5459.0,7.7,4904.0,6.9,5526.0,7.8,9378.0,13.2,10565.0,14.9,9103.0,12.8,3944.0,5.5,4771.0,6.7,3919.0,5.5,2048.0,2.9,1340.0,1.9,265.0,14.9,23010.0,181426.5,12.2,23010.0,12770.0,10240.0,372.871816518925,55.49760973489787,44.50239026510213,61.50000000000001,21.9,14.7,16.3,28.0,7351,12635
2012,Napa,5696,10.9,4451,8.5,11144,21.4,12008,23.1,4327,8.3,9972,19.1,4482,8.6,78332.0,4831.0,6.2,5397.0,6.9,5168.0,6.6,5564.0,7.1,5292.0,6.8,11518.0,14.7,9130.0,11.7,11049.0,14.1,4961.0,6.3,4741.0,6.1,5475.0,7.0,3436.0,4.4,1770.0,2.3,216.0,9.9,28062.0,367476.1,6.4,28062.0,15416.0,12646.0,275.74937445743757,54.935499964364624,45.064500035635376,64.3,19.700000000000003,13.899999999999999,19.4,36.0,10147,18781
2012,Norwalk,8606,12.7,7214,10.6,19407,28.6,17124,25.3,5316,7.8,7360,10.9,2775,4.1,106286.0,6064.0,5.7,6606.0,6.2,8147.0,7.7,8703.0,8.2,8964.0,8.4,14144.0,13.3,13948.0,13.1,13790.0,13.0,6971.0,6.6,5192.0,4.9,7420.0,7.0,4539.0,4.3,1798.0,1.7,433.0,12.9,27258.0,259014.8,10.3,27258.0,18388.0,8870.0,407.3913779801667,67.45909457773864,32.54090542226136,62.199999999999996,19.6,16.6,23.299999999999997,22.8,15820,15451
2012,Pittsburg,5727,14.6,4056,10.3,8518,21.7,10754,27.3,3461,8.8,4438,11.3,2387,6.1,65655.0,5004.0,7.6,5664.0,8.6,5437.0,8.3,4843.0,7.4,5366.0,8.2,9393.0,14.3,8826.0,13.4,8149.0,12.4,3153.0,4.8,4039.0,6.2,3518.0,5.4,1768.0,2.7,495.0,0.8,152.0,12.8,19746.0,155169.7,18.9,19746.0,10849.0,8897.0,231.5132130073871,54.942773219892636,45.057226780107364,59.2,24.5,15.6,24.9,26.2,9783,10286
2012,Rancho Cordova,2549,5.7,2725,6.0,12857,28.5,12092,26.8,4416,9.8,8050,17.9,2398,5.3,66999.0,5636.0,8.4,4445.0,6.6,3928.0,5.9,4418.0,6.6,3485.0,5.2,9995.0,14.9,10082.0,15.0,7953.0,11.9,4553.0,6.8,3853.0,5.8,4667.0,7.0,2773.0,4.1,1211.0,1.8,393.0,14.2,24202.0,181428.1,17.9,24202.0,14101.0,10101.0,586.5759190435679,58.26377985290472,41.73622014709528,65.49999999999999,20.9,11.8,11.7,33.0,5274,14864
2012,Redwood City,4617,8.4,3551,6.4,9448,17.1,11881,21.5,3925,7.1,12748,23.1,8994,16.3,79005.0,5449.0,6.9,5386.0,6.8,4780.0,6.1,4175.0,5.3,4051.0,5.1,14200.0,18.0,11955.0,15.1,11438.0,14.5,5723.0,7.2,3336.0,4.2,5352.0,6.8,2007.0,2.5,1153.0,1.5,208.0,5.6,28871.0,661724.5,4.8,28871.0,14103.0,14768.0,263.2744762989684,48.848325309133735,51.151674690866265,68.30000000000001,19.799999999999997,10.399999999999999,14.8,46.50000000000001,8168,25667
2012,San Leandro,5995,9.7,4652,7.5,16860,27.1,12538,20.2,5461,8.8,11497,18.5,5103,8.2,86884.0,3671.0,4.2,5433.0,6.3,4652.0,5.4,4401.0,5.1,6621.0,7.6,11426.0,13.2,13296.0,15.3,13627.0,15.7,6986.0,8.0,5288.0,6.1,5848.0,6.7,4049.0,4.7,1586.0,1.8,437.0,9.7,29828.0,300702.9,3.9,29828.0,15651.0,14177.0,502.9694765434372,52.47083277457423,47.52916722542577,69.7,15.9,12.7,17.2,35.5,10647,22061
2012,San Mateo,6418,8.9,2706,3.8,11830,16.4,13784,19.1,5374,7.5,19429,27.0,12472,17.3,99653.0,6660.0,6.7,5860.0,5.9,3573.0,3.6,5265.0,5.3,6282.0,6.3,14984.0,15.0,16251.0,16.3,15015.0,15.1,5951.0,6.0,5187.0,5.2,6761.0,6.8,4654.0,4.7,3210.0,3.2,261.0,8.8,37129.0,635193.5,4.7,37129.0,18503.0,18626.0,261.9088236179543,49.834361280939426,50.16563871906057,69.10000000000001,16.200000000000003,11.6,12.7,51.8,9124,37275
2012,Santa Barbara,4670,7.7,4175,6.9,8932,14.7,12521,20.6,5165,8.5,14912,24.5,10400,17.1,89638.0,5254.0,5.9,4260.0,4.8,5565.0,6.2,5483.0,6.1,8301.0,9.3,12853.0,14.3,11399.0,12.7,10592.0,11.8,6603.0,7.4,5405.0,6.0,7675.0,8.6,3292.0,3.7,2956.0,3.3,363.0,7.8,34234.0,705579.3,6.3,34234.0,13680.0,20554.0,404.9621812177871,39.96027341239704,60.03972658760297,64.5,16.9,15.4,14.600000000000001,50.1,8845,30477
2012,South San Francisco,2668,5.9,4445,9.9,10649,23.7,9389,20.9,3854,8.6,10401,23.1,3551,7.9,65565.0,5454.0,8.3,3526.0,5.4,4552.0,6.9,3916.0,6.0,3160.0,4.8,9799.0,14.9,10024.0,15.3,11220.0,17.1,3261.0,5.0,2935.0,4.5,3779.0,5.8,3126.0,4.8,813.0,1.2,111.0,11.8,21417.0,458779.1,6.5,21417.0,11828.0,9589.0,169.29764355982613,55.22715599757202,44.77284400242797,67.4,20.6,10.8,15.8,39.6,7113,17806
2012,Tracy,6109,11.6,3203,6.1,15308,29.1,12741,24.2,5221,9.9,7642,14.5,2410,4.6,84682.0,8077.0,9.5,6793.0,8.0,6456.0,7.6,5562.0,6.6,5160.0,6.1,10671.0,12.6,14273.0,16.9,12017.0,14.2,3920.0,4.6,3646.0,4.3,4848.0,5.7,2997.0,3.5,262.0,0.3,145.0,12.7,23332.0,242882.9,5.0,23332.0,15270.0,8062.0,171.2288325736284,65.44659694839706,34.55340305160295,61.800000000000004,25.1,12.7,17.7,29.0,9312,15273
2012,Turlock,3314,7.6,2828,6.5,11957,27.4,11259,25.8,4026,9.2,5651,12.9,4665,10.7,69735.0,5601.0,8.0,5531.0,7.9,5215.0,7.5,4993.0,7.2,4695.0,6.7,10284.0,14.7,9403.0,13.5,7792.0,11.2,3431.0,4.9,3145.0,4.5,5513.0,7.9,2510.0,3.6,1622.0,2.3,445.0,14.3,23922.0,162943.5,12.0,23922.0,12537.0,11385.0,638.1300638130064,52.40782543265613,47.59217456734387,60.3,23.4,13.9,14.1,32.8,6142,14342
2012,Tustin,3337,6.9,3342,6.9,9154,19.0,10906,22.6,2931,6.1,10775,22.4,7765,16.1,78044.0,6061.0,7.8,5789.0,7.4,6182.0,7.9,6402.0,8.2,5400.0,6.9,12678.0,16.2,11641.0,14.9,11931.0,15.3,3370.0,4.3,2406.0,3.1,3600.0,4.6,1783.0,2.3,801.0,1.0,114.0,10.2,25315.0,418133.0,10.9,25315.0,12453.0,12862.0,146.07144687612117,49.19217855026664,50.80782144973336,60.7,23.1,15.1,13.8,44.6,6679,21471
2012,Union City,4633,9.5,3708,7.6,9543,19.6,8833,18.1,4077,8.4,12733,26.1,5273,10.8,71749.0,5944.0,8.3,4364.0,6.1,5120.0,7.1,3493.0,4.9,4028.0,5.6,10519.0,14.7,11235.0,15.7,9527.0,13.3,4345.0,6.1,4233.0,5.9,4716.0,6.6,2869.0,4.0,1356.0,1.9,235.0,9.9,20137.0,393518.8,5.8,20137.0,13293.0,6844.0,327.53069729194834,66.01281223618216,33.98718776381785,66.30000000000001,21.5,10.5,17.1,45.300000000000004,8341,22083
2012,Upland,3582,7.3,3257,6.7,9091,18.6,15100,30.9,4173,8.5,9282,19.0,4374,9.0,75208.0,3674.0,4.9,5036.0,6.7,5400.0,7.2,6189.0,8.2,6050.0,8.0,9467.0,12.6,9124.0,12.1,12320.0,16.4,4180.0,5.6,3265.0,4.3,5818.0,7.7,2871.0,3.8,1814.0,2.4,148.0,8.0,26452.0,332143.2,14.5,26452.0,14029.0,12423.0,196.78757578980958,53.03568728262513,46.96431271737487,62.49999999999999,18.8,16.2,14.0,36.5,6839,17829
2012,Vacaville,2873,4.7,3900,6.4,15407,25.1,19473,31.8,7266,11.9,7839,12.8,4531,7.4,93899.0,5558.0,5.9,6773.0,7.2,6992.0,7.4,7056.0,7.5,6231.0,6.6,13138.0,14.0,13065.0,13.9,14110.0,15.0,6047.0,6.4,4523.0,4.8,6584.0,7.0,2312.0,2.5,1510.0,1.6,246.0,10.6,31090.0,225781.8,10.9,31090.0,18547.0,12543.0,261.983620698836,59.65583788999679,40.34416211000322,63.599999999999994,20.5,14.1,11.100000000000001,32.1,6773,19636
2012,West Covina,5409,7.7,6268,9.0,16861,24.1,18955,27.1,5592,8.0,12256,17.5,4577,6.5,107472.0,6956.0,6.5,5701.0,5.3,7998.0,7.4,9025.0,8.4,7874.0,7.3,16412.0,15.3,15114.0,14.1,12195.0,11.3,6290.0,5.9,6112.0,5.7,7318.0,6.8,4033.0,3.8,2444.0,2.3,281.0,14.2,29980.0,325249.3,9.3,29980.0,18782.0,11198.0,261.46345094536247,62.648432288192126,37.35156771180787,62.9,19.200000000000003,15.7,16.7,32.0,11677,22425
