Year,City,Total population,Under 5 years,Percent Under 5 years,5 to 9 years,Percent 5 to 9 years,10 to 14 years,Percent 10 to 14 years,15 to 19 years,Percent 15 to 19 years,20 to 24 years,Percent 20 to 24 years,25 to 34 years,Percent 25 to 34 years,35 to 44 years,Percent 35 to 44 years,45 to 54 years,Percent 45 to 54 years,55 to 59 years,Percent 55 to 59 years,60 to 64 years,Percent 60 to 64 years,65 to 74 years,Percent 65 to 74 years,75 to 84 years,Percent 75 to 84 years,85 years and over,Percent 85 years and over
2015,Sacramento,"490,715","34,413",7.00%,"36,230",7.40%,"31,428",6.40%,"28,899",5.90%,"36,536",7.40%,"88,813",18.10%,"64,534",13.20%,"55,806",11.40%,"27,369",5.60%,"24,413",5.00%,"36,702",7.50%,"17,165",3.50%,"8,407",1.70%
2015,Salinas,"157,386","15,303",9.70%,"14,497",9.20%,"12,408",7.90%,"11,124",7.10%,"12,039",7.60%,"25,707",16.30%,"18,888",12.00%,"17,197",10.90%,"8,286",5.30%,"8,084",5.10%,"8,346",5.30%,"3,182",2.00%,"2,325",1.50%
2015,San Bernardino,"216,137","20,420",9.40%,"19,465",9.00%,"16,683",7.70%,"16,571",7.70%,"21,724",10.10%,"31,921",14.80%,"25,888",12.00%,"25,043",11.60%,"10,982",5.10%,"9,353",4.30%,"10,449",4.80%,"5,542",2.60%,"2,096",1.00%
2015,San Buenaventura (Ventura),"109,717","7,626",7.00%,"6,461",5.90%,"6,138",5.60%,"5,526",5.00%,"6,961",6.30%,"17,327",15.80%,"13,044",11.90%,"14,489",13.20%,"7,754",7.10%,"7,545",6.90%,"9,165",8.40%,"4,779",4.40%,"2,902",2.60%
2015,San Clemente,"65,532","3,053",4.70%,"3,083",4.70%,"3,922",6.00%,"3,552",5.40%,"4,706",7.20%,"6,453",9.80%,"7,811",11.90%,"8,272",12.60%,"6,599",10.10%,"5,567",8.50%,"7,305",11.10%,"3,784",5.80%,"1,425",2.20%
2015,San Diego,"1,394,907","90,339",6.50%,"77,568",5.60%,"71,766",5.10%,"83,987",6.00%,"125,251",9.00%,"262,399",18.80%,"189,557",13.60%,"174,285",12.50%,"82,652",5.90%,"72,243",5.20%,"94,311",6.80%,"47,808",3.40%,"22,741",1.60%
2015,San Francisco,"864,816","39,679",4.60%,"32,267",3.70%,"27,445",3.20%,"30,614",3.50%,"50,990",5.90%,"200,061",23.10%,"136,398",15.80%,"117,869",13.60%,"51,351",5.90%,"51,464",6.00%,"68,575",7.90%,"38,071",4.40%,"20,032",2.30%
2015,San Jose,"1,026,919","69,258",6.70%,"65,309",6.40%,"65,443",6.40%,"58,889",5.70%,"70,707",6.90%,"159,551",15.50%,"148,411",14.50%,"148,355",14.40%,"64,980",6.30%,"55,352",5.40%,"69,903",6.80%,"34,488",3.40%,"16,273",1.60%
2015,San Leandro,"90,711","5,185",5.70%,"4,536",5.00%,"4,619",5.10%,"4,976",5.50%,"5,761",6.40%,"12,864",14.20%,"11,579",12.80%,"13,459",14.80%,"6,771",7.50%,"5,863",6.50%,"8,769",9.70%,"3,708",4.10%,"2,621",2.90%
2015,San Marcos,"92,934","6,957",7.50%,"8,235",8.90%,"5,460",5.90%,"6,453",6.90%,"7,722",8.30%,"10,978",11.80%,"15,491",16.70%,"12,190",13.10%,"4,161",4.50%,"5,040",5.40%,"6,224",6.70%,"3,242",3.50%,781,0.80%
2015,San Mateo,"103,524","6,814",6.60%,"6,261",6.00%,"5,831",5.60%,"5,261",5.10%,"5,142",5.00%,"15,925",15.40%,"16,238",15.70%,"14,287",13.80%,"6,059",5.90%,"6,958",6.70%,"7,323",7.10%,"4,752",4.60%,"2,673",2.60%
2015,San Ramon,"76,132","4,335",5.70%,"7,733",10.20%,"7,281",9.60%,"5,217",6.90%,"2,095",2.80%,"6,019",7.90%,"15,069",19.80%,"13,019",17.10%,"4,218",5.50%,"3,369",4.40%,"4,540",6.00%,"2,677",3.50%,560,0.70%
2015,Santa Ana,"335,423","25,652",7.60%,"28,793",8.60%,"27,273",8.10%,"23,784",7.10%,"27,191",8.10%,"56,710",16.90%,"48,286",14.40%,"40,345",12.00%,"16,467",4.90%,"13,158",3.90%,"15,644",4.70%,"8,597",2.60%,"3,523",1.10%
2015,Santa Barbara,"91,852","4,456",4.90%,"4,469",4.90%,"3,816",4.20%,"4,620",5.00%,"10,518",11.50%,"15,046",16.40%,"11,261",12.30%,"9,639",10.50%,"5,523",6.00%,"5,368",5.80%,"8,079",8.80%,"5,323",5.80%,"3,734",4.10%
2015,Santa Clara,"126,216","7,220",5.70%,"7,556",6.00%,"6,406",5.10%,"7,118",5.60%,"9,264",7.30%,"25,073",19.90%,"21,343",16.90%,"14,473",11.50%,"7,438",5.90%,"6,378",5.10%,"7,738",6.10%,"3,347",2.70%,"2,862",2.30%
2015,Santa Clarita,"182,367","10,805",5.90%,"11,373",6.20%,"12,321",6.80%,"12,008",6.60%,"13,956",7.70%,"23,299",12.80%,"24,099",13.20%,"27,856",15.30%,"12,761",7.00%,"9,667",5.30%,"12,383",6.80%,"7,788",4.30%,"4,051",2.20%
2015,Santa Maria,"105,082","11,796",11.20%,"9,029",8.60%,"8,122",7.70%,"8,533",8.10%,"8,781",8.40%,"15,559",14.80%,"14,744",14.00%,"9,895",9.40%,"4,956",4.70%,"3,815",3.60%,"5,798",5.50%,"2,924",2.80%,"1,130",1.10%
2015,Santa Monica,"93,219","4,222",4.50%,"3,939",4.20%,"3,244",3.50%,"3,388",3.60%,"5,471",5.90%,"17,126",18.40%,"17,472",18.70%,"12,399",13.30%,"6,198",6.60%,"4,672",5.00%,"9,453",10.10%,"3,503",3.80%,"2,132",2.30%
2015,Santa Rosa,"174,989","11,901",6.80%,"11,220",6.40%,"10,329",5.90%,"8,916",5.10%,"10,774",6.20%,"27,681",15.80%,"22,251",12.70%,"22,366",12.80%,"10,782",6.20%,"11,016",6.30%,"16,288",9.30%,"7,638",4.40%,"3,827",2.20%
2015,Simi Valley,"126,766","7,523",5.90%,"5,611",4.40%,"10,110",8.00%,"9,083",7.20%,"9,504",7.50%,"15,945",12.60%,"16,364",12.90%,"21,478",16.90%,"8,751",6.90%,"7,448",5.90%,"9,634",7.60%,"3,325",2.60%,"1,990",1.60%
2015,South Gate,"96,399","6,671",6.90%,"7,815",8.10%,"6,836",7.10%,"7,730",8.00%,"8,554",8.90%,"13,668",14.20%,"14,598",15.10%,"10,549",10.90%,"6,169",6.40%,"5,332",5.50%,"5,208",5.40%,"2,316",2.40%,953,1.00%
2015,South San Francisco,"67,271","3,045",4.50%,"3,998",5.90%,"4,659",6.90%,"3,422",5.10%,"4,511",6.70%,"9,123",13.60%,"10,109",15.00%,"9,411",14.00%,"3,853",5.70%,"4,069",6.00%,"6,425",9.60%,"2,859",4.20%,"1,787",2.70%
2015,Stockton,"305,650","21,533",7.00%,"25,219",8.30%,"23,305",7.60%,"22,920",7.50%,"24,489",8.00%,"46,699",15.30%,"34,508",11.30%,"36,791",12.00%,"15,455",5.10%,"15,893",5.20%,"23,214",7.60%,"9,811",3.20%,"5,813",1.90%
2015,Sunnyvale,"151,760","10,666",7.00%,"10,591",7.00%,"7,478",4.90%,"5,995",4.00%,"7,302",4.80%,"32,295",21.30%,"26,077",17.20%,"18,219",12.00%,"7,858",5.20%,"6,214",4.10%,"9,964",6.60%,"6,739",4.40%,"2,362",1.60%
2015,Temecula,"112,026","6,326",5.60%,"8,543",7.60%,"10,687",9.50%,"8,671",7.70%,"7,277",6.50%,"15,732",14.00%,"13,636",12.20%,"17,381",15.50%,"5,865",5.20%,"5,586",5.00%,"8,191",7.30%,"2,939",2.60%,"1,192",1.10%
2015,Thousand Oaks,"129,329","5,513",4.30%,"7,282",5.60%,"9,828",7.60%,"9,354",7.20%,"7,235",5.60%,"10,977",8.50%,"14,890",11.50%,"22,700",17.60%,"9,061",7.00%,"8,375",6.50%,"13,892",10.70%,"7,479",5.80%,"2,743",2.10%
2015,Torrance,"148,468","8,398",5.70%,"8,511",5.70%,"8,160",5.50%,"9,432",6.40%,"10,817",7.30%,"17,084",11.50%,"18,660",12.60%,"25,005",16.80%,"10,752",7.20%,"7,797",5.30%,"12,123",8.20%,"7,401",5.00%,"4,328",2.90%
2015,Tracy,"87,093","4,322",5.00%,"6,205",7.10%,"7,813",9.00%,"7,401",8.50%,"7,165",8.20%,"10,014",11.50%,"12,876",14.80%,"13,890",15.90%,"5,581",6.40%,"4,176",4.80%,"5,321",6.10%,"1,530",1.80%,799,0.90%
2015,Turlock,"72,293","3,877",5.40%,"4,865",6.70%,"6,487",9.00%,"6,030",8.30%,"4,212",5.80%,"9,403",13.00%,"10,924",15.10%,"8,651",12.00%,"3,793",5.20%,"3,414",4.70%,"6,166",8.50%,"2,587",3.60%,"1,884",2.60%
2015,Tustin,"80,563","7,021",8.70%,"5,453",6.80%,"5,432",6.70%,"4,508",5.60%,"6,123",7.60%,"13,696",17.00%,"11,027",13.70%,"9,909",12.30%,"4,858",6.00%,"4,887",6.10%,"4,318",5.40%,"2,356",2.90%,975,1.20%
2015,Union City,"74,510","5,066",6.80%,"3,669",4.90%,"2,971",4.00%,"4,083",5.50%,"5,014",6.70%,"13,196",17.70%,"8,680",11.60%,"11,270",15.10%,"5,301",7.10%,"4,093",5.50%,"7,057",9.50%,"2,791",3.70%,"1,319",1.80%
2015,Upland,"76,447","5,115",6.70%,"3,822",5.00%,"5,029",6.60%,"3,544",4.60%,"5,711",7.50%,"10,267",13.40%,"9,703",12.70%,"10,035",13.10%,"6,006",7.90%,"4,797",6.30%,"7,301",9.60%,"3,726",4.90%,"1,391",1.80%
2015,Vacaville,"96,794","5,735",5.90%,"6,780",7.00%,"6,770",7.00%,"6,347",6.60%,"6,942",7.20%,"14,681",15.20%,"13,345",13.80%,"12,397",12.80%,"6,190",6.40%,"5,624",5.80%,"7,295",7.50%,"2,889",3.00%,"1,799",1.90%
2015,Vallejo,"121,269","8,172",6.70%,"6,494",5.40%,"5,204",4.30%,"6,947",5.70%,"9,255",7.60%,"19,829",16.40%,"13,322",11.00%,"16,598",13.70%,"8,382",6.90%,"8,238",6.80%,"12,029",9.90%,"4,822",4.00%,"1,977",1.60%
2015,Victorville,"122,236","10,633",8.70%,"10,952",9.00%,"8,952",7.30%,"10,977",9.00%,"8,141",6.70%,"20,516",16.80%,"14,304",11.70%,"15,130",12.40%,"5,329",4.40%,"4,847",4.00%,"8,653",7.10%,"3,095",2.50%,707,0.60%
2015,Visalia,"130,094","11,493",8.80%,"12,113",9.30%,"8,793",6.80%,"8,343",6.40%,"8,840",6.80%,"19,552",15.00%,"16,477",12.70%,"15,002",11.50%,"6,665",5.10%,"7,416",5.70%,"9,331",7.20%,"3,973",3.10%,"2,096",1.60%
2015,Vista,"100,884","8,669",8.60%,"9,565",9.50%,"7,113",7.10%,"6,781",6.70%,"8,893",8.80%,"16,828",16.70%,"11,521",11.40%,"14,045",13.90%,"4,376",4.30%,"2,675",2.70%,"6,300",6.20%,"3,054",3.00%,"1,064",1.10%
2015,Walnut Creek,"68,906","3,533",5.10%,"2,982",4.30%,"4,398",6.40%,"2,866",4.20%,"3,222",4.70%,"8,000",11.60%,"7,478",10.90%,"8,245",12.00%,"4,743",6.90%,"4,299",6.20%,"8,333",12.10%,"6,077",8.80%,"4,730",6.90%
2015,West Covina,"108,489","5,147",4.70%,"6,469",6.00%,"6,083",5.60%,"7,924",7.30%,"6,719",6.20%,"15,780",14.50%,"14,222",13.10%,"15,328",14.10%,"8,467",7.80%,"6,073",5.60%,"7,934",7.30%,"5,922",5.50%,"2,421",2.20%
2015,Westminster,"92,111","2,910",3.20%,"4,721",5.10%,"5,716",6.20%,"5,642",6.10%,"5,431",5.90%,"11,812",12.80%,"12,999",14.10%,"15,211",16.50%,"5,717",6.20%,"6,026",6.50%,"8,630",9.40%,"5,885",6.40%,"1,411",1.50%
2015,Whittier,"87,436","4,288",4.90%,"4,933",5.60%,"5,982",6.80%,"6,075",6.90%,"7,322",8.40%,"13,808",15.80%,"11,289",12.90%,"11,961",13.70%,"5,458",6.20%,"5,163",5.90%,"6,779",7.80%,"2,287",2.60%,"2,091",2.40%
2015,Yorba Linda,"67,966","2,845",4.20%,"4,031",5.90%,"4,375",6.40%,"5,319",7.80%,"3,615",5.30%,"5,944",8.70%,"7,252",10.70%,"10,367",15.30%,"6,800",10.00%,"6,182",9.10%,"7,153",10.50%,"2,672",3.90%,"1,411",2.10%
2015,Yuba City,"66,944","4,693",7.00%,"5,485",8.20%,"4,591",6.90%,"4,469",6.70%,"4,733",7.10%,"10,048",15.00%,"7,823",11.70%,"8,698",13.00%,"3,368",5.00%,"2,874",4.30%,"6,635",9.90%,"2,201",3.30%,"1,326",2.00%
2016,Alameda,"78,907","4,520",5.70%,"4,777",6.10%,"5,244",6.60%,"2,447",3.10%,"2,934",3.70%,"11,217",14.20%,"11,595",14.70%,"11,768",14.90%,"6,936",8.80%,"5,255",6.70%,"7,228",9.20%,"3,549",4.50%,"1,437",1.80%
2016,Alhambra,"85,465","4,178",4.90%,"3,528",4.10%,"5,107",6.00%,"3,804",4.50%,"6,460",7.60%,"11,752",13.80%,"11,979",14.00%,"13,244",15.50%,"4,938",5.80%,"5,038",5.90%,"7,444",8.70%,"5,755",6.70%,"2,238",2.60%
2016,Anaheim,"351,066","24,640",7.00%,"23,655",6.70%,"24,949",7.10%,"24,231",6.90%,"26,470",7.50%,"57,147",16.30%,"43,985",12.50%,"47,306",13.50%,"21,028",6.00%,"16,846",4.80%,"22,438",6.40%,"10,859",3.10%,"7,512",2.10%
2016,Antioch,"110,876","6,876",6.20%,"7,516",6.80%,"7,763",7.00%,"7,868",7.10%,"6,309",5.70%,"14,820",13.40%,"15,174",13.70%,"15,398",13.90%,"8,045",7.30%,"7,993",7.20%,"8,123",7.30%,"3,416",3.10%,"1,575",1.40%
2016,Apple Valley,"72,542","4,840",6.70%,"4,985",6.90%,"4,757",6.60%,"4,969",6.80%,"6,432",8.90%,"9,906",13.70%,"7,375",10.20%,"7,835",10.80%,"5,185",7.10%,"4,638",6.40%,"7,013",9.70%,"3,486",4.80%,"1,121",1.50%
2016,Arden-Arcade,"106,061","7,746",7.30%,"6,023",5.70%,"8,349",7.90%,"5,706",5.40%,"6,225",5.90%,"16,759",15.80%,"12,134",11.40%,"12,636",11.90%,"6,012",5.70%,"6,877",6.50%,"10,681",10.10%,"3,961",3.70%,"2,952",2.80%
2016,Bakersfield,"376,371","30,640",8.10%,"31,316",8.30%,"32,142",8.50%,"29,152",7.70%,"30,815",8.20%,"58,250",15.50%,"48,386",12.90%,"40,588",10.80%,"21,894",5.80%,"17,578",4.70%,"21,761",5.80%,"9,353",2.50%,"4,496",1.20%
2016,Baldwin Park,"76,465","5,167",6.80%,"4,889",6.40%,"5,591",7.30%,"5,175",6.80%,"5,166",6.80%,"12,798",16.70%,"11,463",15.00%,"10,337",13.50%,"4,163",5.40%,"3,520",4.60%,"5,098",6.70%,"2,438",3.20%,660,0.90%
2016,Bellflower,"77,789","5,872",7.50%,"4,961",6.40%,"5,692",7.30%,"5,806",7.50%,"4,893",6.30%,"10,570",13.60%,"10,992",14.10%,"11,709",15.10%,"4,015",5.20%,"3,961",5.10%,"5,537",7.10%,"3,084",4.00%,697,0.90%
2016,Berkeley,"121,241","5,985",4.90%,"3,950",3.30%,"3,686",3.00%,"14,702",12.10%,"15,734",13.00%,"22,605",18.60%,"14,535",12.00%,"10,250",8.50%,"7,114",5.90%,"6,467",5.30%,"9,786",8.10%,"4,777",3.90%,"1,650",1.40%
2016,Buena Park,"83,148","5,106",6.10%,"3,941",4.70%,"4,022",4.80%,"5,934",7.10%,"8,535",10.30%,"10,507",12.60%,"11,570",13.90%,"12,155",14.60%,"5,532",6.70%,"4,479",5.40%,"6,486",7.80%,"2,558",3.10%,"2,323",2.80%
2016,Burbank,"104,451","5,985",5.70%,"4,816",4.60%,"5,116",4.90%,"6,546",6.30%,"6,016",5.80%,"15,584",14.90%,"15,374",14.70%,"13,906",13.30%,"8,431",8.10%,"4,174",4.00%,"10,201",9.80%,"5,688",5.40%,"2,614",2.50%
2016,Camarillo,"67,345","3,428",5.10%,"2,949",4.40%,"4,330",6.40%,"5,442",8.10%,"5,673",8.40%,"8,081",12.00%,"5,852",8.70%,"9,889",14.70%,"5,082",7.50%,"3,462",5.10%,"6,610",9.80%,"4,446",6.60%,"2,101",3.10%
2016,Carlsbad,"113,957","7,090",6.20%,"6,593",5.80%,"9,216",8.10%,"6,340",5.60%,"5,426",4.80%,"10,986",9.60%,"16,895",14.80%,"20,175",17.70%,"7,650",6.70%,"6,944",6.10%,"9,375",8.20%,"4,793",4.20%,"2,474",2.20%
2016,Carmichael,"63,064","4,470",7.10%,"4,026",6.40%,"3,549",5.60%,"2,911",4.60%,"3,152",5.00%,"9,086",14.40%,"8,125",12.90%,"8,008",12.70%,"4,643",7.40%,"3,622",5.70%,"5,484",8.70%,"4,114",6.50%,"1,874",3.00%
2016,Carson,"92,821","5,300",5.70%,"4,589",4.90%,"5,845",6.30%,"6,143",6.60%,"6,705",7.20%,"13,151",14.20%,"12,411",13.40%,"12,824",13.80%,"5,677",6.10%,"4,848",5.20%,"8,159",8.80%,"6,016",6.50%,"1,153",1.20%
2016,Castro Valley,"65,153","3,043",4.70%,"3,874",5.90%,"3,252",5.00%,"5,332",8.20%,"2,431",3.70%,"7,358",11.30%,"8,832",13.60%,"9,239",14.20%,"5,103",7.80%,"4,868",7.50%,"7,032",10.80%,"2,683",4.10%,"2,106",3.20%
2016,Chico,"91,545","4,321",4.70%,"5,383",5.90%,"5,024",5.50%,"8,444",9.20%,"15,423",16.80%,"12,962",14.20%,"11,284",12.30%,"8,617",9.40%,"5,071",5.50%,"4,134",4.50%,"5,252",5.70%,"3,286",3.60%,"2,344",2.60%
2016,Chino,"87,771","4,649",5.30%,"5,336",6.10%,"4,535",5.20%,"4,955",5.60%,"4,150",4.70%,"15,245",17.40%,"14,493",16.50%,"11,957",13.60%,"5,411",6.20%,"5,666",6.50%,"7,884",9.00%,"2,317",2.60%,"1,173",1.30%
2016,Chino Hills,"78,821","3,941",5.00%,"4,940",6.30%,"5,637",7.20%,"5,370",6.80%,"6,420",8.10%,"12,429",15.80%,"9,078",11.50%,"11,910",15.10%,"6,831",8.70%,"3,608",4.60%,"5,277",6.70%,"2,395",3.00%,985,1.20%
2016,Chula Vista,"267,169","18,572",7.00%,"18,563",6.90%,"18,810",7.00%,"15,455",5.80%,"15,988",6.00%,"39,523",14.80%,"39,812",14.90%,"35,947",13.50%,"14,298",5.40%,"15,157",5.70%,"19,032",7.10%,"11,513",4.30%,"4,499",1.70%
2016,Citrus Heights,"87,444","5,766",6.60%,"4,883",5.60%,"4,612",5.30%,"4,255",4.90%,"6,413",7.30%,"13,867",15.90%,"11,074",12.70%,"10,942",12.50%,"5,996",6.90%,"6,032",6.90%,"7,700",8.80%,"4,049",4.60%,"1,855",2.10%
2016,Clovis,"106,587","8,103",7.60%,"8,226",7.70%,"8,612",8.10%,"7,812",7.30%,"7,762",7.30%,"15,875",14.90%,"13,493",12.70%,"13,114",12.30%,"6,062",5.70%,"4,708",4.40%,"8,100",7.60%,"3,301",3.10%,"1,419",1.30%
2016,Compton,"97,537","8,820",9.00%,"7,364",7.50%,"7,854",8.10%,"8,691",8.90%,"8,445",8.70%,"12,964",13.30%,"11,660",12.00%,"12,815",13.10%,"5,466",5.60%,"3,861",4.00%,"5,517",5.70%,"3,124",3.20%,956,1.00%
2016,Concord,"128,728","7,995",6.20%,"8,578",6.70%,"7,185",5.60%,"6,235",4.80%,"9,026",7.00%,"20,172",15.70%,"17,618",13.70%,"17,200",13.40%,"8,984",7.00%,"7,878",6.10%,"9,295",7.20%,"6,457",5.00%,"2,105",1.60%
2016,Corona,"166,774","8,684",5.20%,"10,402",6.20%,"10,562",6.30%,"12,030",7.20%,"13,667",8.20%,"25,717",15.40%,"23,652",14.20%,"24,835",14.90%,"10,970",6.60%,"8,882",5.30%,"9,604",5.80%,"5,713",3.40%,"2,056",1.20%
2016,Costa Mesa,"112,825","5,697",5.00%,"6,287",5.60%,"7,782",6.90%,"6,731",6.00%,"8,075",7.20%,"21,650",19.20%,"18,053",16.00%,"15,392",13.60%,"7,948",7.00%,"4,487",4.00%,"5,984",5.30%,"3,090",2.70%,"1,649",1.50%
2016,Daly City,"106,484","4,457",4.20%,"5,039",4.70%,"4,999",4.70%,"5,022",4.70%,"7,071",6.60%,"16,378",15.40%,"16,180",15.20%,"14,207",13.30%,"7,751",7.30%,"8,013",7.50%,"10,090",9.50%,"4,842",4.50%,"2,435",2.30%
2016,Davis,"68,107","2,578",3.80%,"3,290",4.80%,"2,908",4.30%,"8,285",12.20%,"15,878",23.30%,"9,790",14.40%,"5,725",8.40%,"5,681",8.30%,"3,055",4.50%,"3,409",5.00%,"4,060",6.00%,"2,702",4.00%,746,1.10%
2016,Downey,"113,267","7,672",6.80%,"7,274",6.40%,"8,988",7.90%,"9,002",7.90%,"7,978",7.00%,"19,060",16.80%,"15,609",13.80%,"15,708",13.90%,"5,025",4.40%,"5,247",4.60%,"7,851",6.90%,"2,252",2.00%,"1,601",1.40%
2016,East Los Angeles,"127,804","9,808",7.70%,"9,917",7.80%,"10,649",8.30%,"9,409",7.40%,"10,586",8.30%,"19,996",15.60%,"18,362",14.40%,"15,181",11.90%,"6,070",4.70%,"5,211",4.10%,"7,821",6.10%,"3,040",2.40%,"1,754",1.40%
2016,El Cajon,"103,769","9,855",9.50%,"9,232",8.90%,"8,133",7.80%,"5,670",5.50%,"6,060",5.80%,"15,271",14.70%,"11,491",11.10%,"12,481",12.00%,"7,024",6.80%,"6,272",6.00%,"7,151",6.90%,"2,779",2.70%,"2,350",2.30%
2016,Elk Grove,"169,780","10,708",6.30%,"11,779",6.90%,"13,843",8.20%,"14,461",8.50%,"11,173",6.60%,"18,175",10.70%,"25,342",14.90%,"23,104",13.60%,"12,248",7.20%,"8,767",5.20%,"10,456",6.20%,"7,312",4.30%,"2,412",1.40%
2016,El Monte,"115,800","5,359",4.60%,"8,697",7.50%,"9,270",8.00%,"8,033",6.90%,"8,636",7.50%,"17,758",15.30%,"14,452",12.50%,"14,360",12.40%,"8,425",7.30%,"6,061",5.20%,"8,169",7.10%,"4,982",4.30%,"1,598",1.40%
2016,Escondido,"151,594","11,044",7.30%,"10,574",7.00%,"10,379",6.80%,"10,449",6.90%,"11,834",7.80%,"25,409",16.80%,"18,912",12.50%,"20,655",13.60%,"7,640",5.00%,"8,894",5.90%,"8,416",5.60%,"4,430",2.90%,"2,958",2.00%
2016,Fairfield,"114,757","7,562",6.60%,"8,623",7.50%,"6,775",5.90%,"7,839",6.80%,"8,596",7.50%,"17,924",15.60%,"12,931",11.30%,"15,206",13.30%,"7,925",6.90%,"6,648",5.80%,"8,794",7.70%,"3,797",3.30%,"2,137",1.90%
2016,Florence-Graham,"63,582","5,600",8.80%,"5,884",9.30%,"4,662",7.30%,"6,334",10.00%,"5,086",8.00%,"8,697",13.70%,"9,986",15.70%,"7,662",12.10%,"2,351",3.70%,"2,590",4.10%,"2,877",4.50%,"1,439",2.30%,414,0.70%
2016,Folsom,"77,278","4,436",5.70%,"4,710",6.10%,"7,137",9.20%,"5,344",6.90%,"2,949",3.80%,"8,427",10.90%,"9,258",12.00%,"15,796",20.40%,"5,526",7.20%,"3,766",4.90%,"5,529",7.20%,"3,337",4.30%,"1,063",1.40%
2016,Fontana,"209,659","14,578",7.00%,"15,179",7.20%,"19,973",9.50%,"15,487",7.40%,"16,405",7.80%,"33,249",15.90%,"29,996",14.30%,"27,351",13.00%,"12,663",6.00%,"7,117",3.40%,"12,060",5.80%,"4,784",2.30%,817,0.40%
2016,Fremont,"233,145","16,365",7.00%,"17,826",7.60%,"14,420",6.20%,"12,139",5.20%,"10,079",4.30%,"38,185",16.40%,"41,449",17.80%,"30,500",13.10%,"13,958",6.00%,"10,385",4.50%,"15,938",6.80%,"7,555",3.20%,"4,346",1.90%
2016,Fresno,"522,021","44,962",8.60%,"41,138",7.90%,"39,583",7.60%,"36,480",7.00%,"43,839",8.40%,"86,936",16.70%,"61,881",11.90%,"58,017",11.10%,"28,368",5.40%,"23,240",4.50%,"33,260",6.40%,"16,464",3.20%,"7,853",1.50%
2016,Fullerton,"140,734","8,231",5.80%,"6,623",4.70%,"9,329",6.60%,"9,552",6.80%,"13,334",9.50%,"22,063",15.70%,"17,596",12.50%,"18,878",13.40%,"8,940",6.40%,"8,096",5.80%,"9,351",6.60%,"6,045",4.30%,"2,696",1.90%
2016,Garden Grove,"174,877","8,896",5.10%,"12,168",7.00%,"12,018",6.90%,"11,759",6.70%,"13,105",7.50%,"25,747",14.70%,"24,033",13.70%,"25,822",14.80%,"11,084",6.30%,"9,426",5.40%,"11,376",6.50%,"6,399",3.70%,"3,044",1.70%
2016,Glendale,"200,826","10,666",5.30%,"10,274",5.10%,"10,358",5.20%,"10,111",5.00%,"9,635",4.80%,"30,866",15.40%,"29,458",14.70%,"28,829",14.40%,"13,857",6.90%,"12,445",6.20%,"18,292",9.10%,"10,495",5.20%,"5,540",2.80%
2016,Hawthorne,"88,032","8,949",10.20%,"6,668",7.60%,"5,458",6.20%,"4,489",5.10%,"5,918",6.70%,"16,654",18.90%,"13,132",14.90%,"10,426",11.80%,"4,435",5.00%,"3,481",4.00%,"5,303",6.00%,"1,952",2.20%,"1,167",1.30%
2016,Hayward,"158,969","7,914",5.00%,"10,440",6.60%,"10,320",6.50%,"9,155",5.80%,"14,350",9.00%,"27,151",17.10%,"20,296",12.80%,"22,541",14.20%,"10,701",6.70%,"7,927",5.00%,"10,119",6.40%,"5,372",3.40%,"2,683",1.70%
2016,Hemet,"84,277","6,688",7.90%,"8,251",9.80%,"6,555",7.80%,"5,118",6.10%,"3,537",4.20%,"9,471",11.20%,"7,328",8.70%,"9,399",11.20%,"4,257",5.10%,"4,538",5.40%,"10,005",11.90%,"6,563",7.80%,"2,567",3.00%
2016,Hesperia,"93,714","6,287",6.70%,"6,502",6.90%,"7,083",7.60%,"8,461",9.00%,"7,504",8.00%,"12,258",13.10%,"11,995",12.80%,"11,841",12.60%,"7,137",7.60%,"4,447",4.70%,"6,802",7.30%,"2,610",2.80%,787,0.80%
2016,Huntington Beach,"200,631","10,685",5.30%,"8,471",4.20%,"11,794",5.90%,"10,944",5.50%,"11,073",5.50%,"25,126",12.50%,"24,569",12.20%,"32,629",16.30%,"14,286",7.10%,"14,283",7.10%,"21,623",10.80%,"11,324",5.60%,"3,824",1.90%
2016,Indio,"88,484","5,117",5.80%,"6,152",7.00%,"6,733",7.60%,"5,714",6.50%,"5,019",5.70%,"10,584",12.00%,"10,907",12.30%,"11,248",12.70%,"4,860",5.50%,"3,935",4.40%,"10,072",11.40%,"7,003",7.90%,"1,140",1.30%
2016,Inglewood,"110,667","6,451",5.80%,"5,606",5.10%,"5,691",5.10%,"6,839",6.20%,"9,326",8.40%,"17,040",15.40%,"15,366",13.90%,"17,077",15.40%,"7,412",6.70%,"6,176",5.60%,"8,000",7.20%,"4,561",4.10%,"1,122",1.00%
2016,Irvine,"266,117","19,060",7.20%,"15,690",5.90%,"18,109",6.80%,"21,630",8.10%,"21,565",8.10%,"38,791",14.60%,"39,859",15.00%,"40,619",15.30%,"14,463",5.40%,"9,878",3.70%,"16,877",6.30%,"6,360",2.40%,"3,216",1.20%
2016,Jurupa Valley,"103,543","7,476",7.20%,"7,485",7.20%,"6,814",6.60%,"7,743",7.50%,"9,928",9.60%,"13,717",13.20%,"12,572",12.10%,"13,054",12.60%,"7,448",7.20%,"6,427",6.20%,"6,260",6.00%,"3,163",3.10%,"1,456",1.40%
